Version name,File name,Size,NR,NAuth,LOCTouched,LOCAdded,MAX_LOC_Added,AVG_LOC_Added,Churn,MAX_Churn,AVG_Churn,bugginess
1.5.0,lang/java/mapred/src/main/java/org/apache/avro/mapred/FsInput.java,60,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc-jetty/src/main/java/org/apache/avro/ipc/jetty/HttpServer.java,110,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/test/java/org/apache/avro/ipc/stats/TestHistogram.java,142,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroInputFormat.java,56,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroKey.java,28,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/io/Decoder.java,264,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/io/DirectBinaryDecoder.java,204,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/test/java/org/apache/avro/ipc/TestRpcPluginOrdering.java,98,0,0,0,0,0,0,0,0,0,YES
1.5.0,lang/java/avro/src/main/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java,137,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/reflect/Union.java,39,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificExceptionBase.java,44,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/test/java/org/apache/avro/TestNamespaceReflect.java,41,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.java,357,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/io/Encoder.java,286,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/main/java/org/apache/avro/ipc/LocalTransceiver.java,52,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/util/ByteBufferInputStream.java,89,0,0,0,0,0,0,0,0,0,YES
1.5.0,lang/java/ipc/src/test/java/org/apache/avro/TestProtocolGeneric.java,214,0,0,0,0,0,0,0,0,0,YES
1.5.0,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestTraceConfigurations.java,104,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/tools/src/main/java/org/apache/avro/tool/JsonToBinaryFragmentTool.java,78,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceClientServlet.java,251,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherData.java,42,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/file/Codec.java,50,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroValue.java,28,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/main/java/org/apache/avro/ipc/generic/GenericResponder.java,69,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/mapred/src/test/java/org/apache/avro/mapred/TestWordCount.java,148,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc-jetty/src/test/java/org/apache/avro/ipc/jetty/TestBulkData.java,117,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java,99,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumWriter.java,198,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherOutputFormat.java,80,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/Trace.java,245,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/Stopwatch.java,74,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/main/java/org/apache/avro/ipc/reflect/ReflectRequestor.java,83,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/SingletonTestingTracePlugin.java,38,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/io/parsing/SkipParser.java,96,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/InMemorySpanStorage.java,76,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/io/DatumReader.java,38,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.java,366,0,0,0,0,0,0,0,0,0,YES
1.5.0,lang/java/ipc/src/main/java/org/apache/avro/ipc/DatagramTransceiver.java,85,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/io/BlockingBinaryEncoder.java,565,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/AvroRuntimeException.java,29,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc-jetty/src/test/java/org/apache/avro/ipc/jetty/TestProtocolHttp.java,92,0,0,0,0,0,0,0,0,0,YES
1.5.0,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroSerialization.java,145,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/main/java/org/apache/avro/ipc/specific/SpecificRequestor.java,121,0,0,0,0,0,0,0,0,0,YES
1.5.0,lang/java/avro/src/test/java/org/apache/avro/BarRecord.java,51,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/tools/src/main/java/org/apache/avro/tool/RpcReceiveTool.java,179,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TracePlugin.java,370,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc-netty/src/main/java/org/apache/avro/ipc/netty/NettyTransportCodec.java,183,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherKeyComparator.java,61,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestTraceSingletons.java,76,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/file/LengthLimitedInputStream.java,85,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetheredProcess.java,132,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/generic/GenericContainer.java,27,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/util/RandomData.java,138,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/tools/src/main/java/org/apache/avro/tool/Util.java,117,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/main/java/org/apache/avro/ipc/specific/SpecificResponder.java,97,0,0,0,0,0,0,0,0,0,YES
1.5.0,lang/java/avro/src/main/java/org/apache/avro/generic/GenericFixed.java,24,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/io/DecoderFactory.java,317,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/io/ResolvingDecoder.java,268,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestStaticServlet.java,32,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/StaticServlet.java,50,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/tools/src/main/java/org/apache/avro/tool/Tool.java,51,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/mapred/src/test/java/org/apache/avro/mapred/TestAvroOutputFormat.java,36,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/test/java/org/apache/avro/specific/TestSpecificData.java,83,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumReader.java,143,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificRecordBase.java,54,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceCollection.java,306,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherJob.java,91,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/test/java/org/apache/avro/generic/TestGenericDatumWriter.java,52,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/FloatHistogram.java,54,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StatsPlugin.java,223,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/tools/src/main/java/org/apache/avro/tool/TetherTool.java,95,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/generic/IndexedRecord.java,29,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/main/java/org/apache/avro/ipc/DatagramServer.java,80,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestTraceCollection.java,117,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/test/java/org/apache/avro/generic/TestGenericData.java,274,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/avro/src/main/java/org/apache/avro/AvroRemoteException.java,41,0,0,0,0,0,0,0,0,0,YES
1.5.0,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestBasicTracing.java,435,0,0,0,0,0,0,0,0,0,NO
1.5.0,lang/java/ipc/src/test/java/org/apache/avro/TestNamespaceSpecific.java,92,0,0,0,0,0,0,0,0,0,YES
1.5.0,lang/java/ipc/src/test/java/org/apache/avro/TestProtocolReflectMeta.java,47,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/test/java/org/apache/avro/ipc/TestRpcPluginOrdering.java,100,1,1,2,2,2,2,2,2,2,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificData.java,210,2,1,14,11,10,6,8,8,4,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.java,398,1,1,38,35,35,35,32,32,32,YES
1.5.1,lang/java/avro/src/test/java/org/apache/avro/TestDataFile.java,287,1,1,17,17,17,17,17,17,17,YES
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroOutputFormat.java,126,1,1,38,22,22,22,6,6,6,NO
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroTextOutputFormat.java,134,1,1,134,134,134,134,134,134,134,NO
1.5.1,lang/java/mapred/src/test/java/org/apache/avro/mapred/TestAvroTextOutputFormat.java,90,1,1,90,90,90,90,90,90,90,NO
1.5.1,lang/java/mapred/src/test/java/org/apache/avro/mapred/TestAvroTextSort.java,56,1,1,11,3,3,3,-5,-5,-5,NO
1.5.1,lang/java/mapred/src/test/java/org/apache/avro/mapred/WordCountUtil.java,177,2,1,24,16,13,8,8,8,4,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/Requestor.java,542,3,1,488,377,360,126,265,254,88,YES
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/generic/GenericRequestor.java,92,2,1,24,20,15,10,16,15,8,YES
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/reflect/ReflectRequestor.java,83,1,1,4,2,2,2,0,0,0,YES
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/specific/SpecificRequestor.java,156,3,1,78,57,31,19,35,17,12,YES
1.5.1,lang/java/ipc/src/test/java/org/apache/avro/TestProtocolGeneric.java,260,1,1,46,46,46,46,46,46,46,YES
1.5.1,lang/java/ipc/src/test/java/org/apache/avro/ipc/TestSaslAnonymous.java,76,1,1,1,1,1,1,1,1,1,YES
1.5.1,lang/java/ipc/src/test/java/org/apache/avro/ipc/TestSaslDigestMd5.java,168,1,1,1,1,1,1,1,1,1,YES
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/CallFuture.java,162,1,1,162,162,162,162,162,162,162,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/Callback.java,39,1,1,39,39,39,39,39,39,39,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/Responder.java,252,1,1,17,9,9,9,0,0,0,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/Transceiver.java,108,2,1,45,41,40,21,36,36,18,YES
1.5.1,lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java,685,2,1,19,18,13,9,17,13,9,YES
1.5.1,lang/java/avro/src/test/java/org/apache/avro/generic/TestGenericData.java,331,2,1,57,57,29,29,57,29,29,YES
1.5.1,lang/java/tools/src/main/java/org/apache/avro/tool/BinaryFragmentToJsonTool.java,84,1,1,2,1,1,1,0,0,0,YES
1.5.1,lang/java/avro/src/main/java/org/apache/avro/Schema.java,1370,2,1,25,25,21,13,25,21,13,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.java,357,1,1,2,1,1,1,0,0,0,NO
1.5.1,lang/java/ipc/src/test/java/org/apache/avro/TestSchema.java,844,1,1,6,6,6,6,6,6,6,NO
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherJob.java,117,1,1,32,29,29,29,26,26,26,NO
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherKeySerialization.java,91,1,1,2,1,1,1,0,0,0,NO
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetheredProcess.java,172,1,1,66,53,53,53,40,40,40,NO
1.5.1,lang/java/mapred/src/test/java/org/apache/avro/mapred/tether/TestWordCountTether.java,127,1,1,127,127,127,127,127,127,127,YES
1.5.1,lang/java/mapred/src/test/java/org/apache/avro/mapred/tether/WordCountTask.java,62,1,1,2,1,1,1,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/file/SnappyCodec.java,82,1,1,51,21,21,21,-9,-9,-9,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.java,479,1,1,4,4,4,4,4,4,4,YES
1.5.1,lang/java/mapred/src/test/java/org/apache/avro/mapred/TestGenericJob.java,156,1,1,156,156,156,156,156,156,156,YES
1.5.1,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificDatumReader.java,110,1,1,15,10,10,10,5,5,5,NO
1.5.1,lang/java/avro/src/test/java/org/apache/avro/reflect/TestReflect.java,577,1,1,6,6,6,6,6,6,6,NO
1.5.1,lang/java/ipc-jetty/src/test/java/org/apache/avro/ipc/jetty/TestProtocolHttp.java,91,1,1,3,1,1,1,-1,-1,-1,NO
1.5.1,lang/java/ipc-netty/src/main/java/org/apache/avro/ipc/netty/NettyServer.java,155,3,2,23,12,6,4,0,3,0,NO
1.5.1,lang/java/ipc-netty/src/main/java/org/apache/avro/ipc/netty/NettyTransceiver.java,401,3,2,455,294,208,98,131,109,44,NO
1.5.1,lang/java/ipc-netty/src/test/java/org/apache/avro/ipc/netty/TestNettyServer.java,139,1,1,105,83,83,83,61,61,61,NO
1.5.1,lang/java/ipc-netty/src/test/java/org/apache/avro/ipc/netty/TestNettyServerWithCallbacks.java,547,2,1,547,547,345,274,547,345,274,NO
1.5.1,lang/java/ipc-netty/src/test/java/org/apache/avro/ipc/netty/TestProtocolNetty.java,47,1,1,47,47,47,47,47,47,47,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/SaslSocketServer.java,102,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/tools/src/test/java/org/apache/avro/tool/TestMain.java,35,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/tools/src/test/java/org/apache/avro/tool/TestTextFileTools.java,144,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/compiler/src/test/java/org/apache/avro/compiler/idl/TestIdl.java,157,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/mapred/src/test/java/org/apache/avro/mapred/TestReflectJob.java,159,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/test/java/org/apache/avro/ipc/TestLocalTransceiver.java,67,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopCombiner.java,62,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroMapper.java,58,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/test/java/org/apache/avro/file/TestLengthLimitedInputStream.java,58,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopReducer.java,60,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/test/java/org/apache/avro/ipc/stats/TestStopwatch.java,80,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestSpanAggregation.java,227,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/tools/src/main/java/org/apache/avro/tool/SpecificCompilerTool.java,64,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc-jetty/src/test/java/org/apache/avro/ipc/jetty/TestProtocolHttps.java,70,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/tools/src/test/java/org/apache/avro/tool/TestRecodecTool.java,109,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/test/java/org/apache/avro/io/TestBinaryEncoderFidelity.java,190,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/HttpTransceiver.java,112,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/io/EncoderFactory.java,335,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/SequenceFileRecordReader.java,36,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/Ipc.java,53,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/AbstractAvroMojo.java,143,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/SpanAggregator.java,180,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/util/WeakIdentityHashMap.java,169,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StatsServlet.java,269,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/ProtocolTask.java,82,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/file/SeekableInput.java,38,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/generic/GenericEnumSymbol.java,24,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/test/java/org/apache/avro/ipc/stats/FakeTicks.java,35,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificDatumWriter.java,56,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherPartitioner.java,59,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/io/BufferedBinaryEncoder.java,205,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/tools/src/main/java/org/apache/avro/tool/DataFileGetSchemaTool.java,54,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc-jetty/src/test/java/org/apache/avro/ipc/jetty/StatsPluginOverhead.java,105,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc-jetty/src/test/java/org/apache/avro/ipc/jetty/TestStatsPluginAndServlet.java,217,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/test/java/org/apache/avro/io/TestBlockingIO2.java,163,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/Server.java,35,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/file/SeekableFileInput.java,37,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/tools/src/test/java/org/apache/avro/tool/TestJsonToFromBinaryFragmentTools.java,67,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/test/java/org/apache/avro/io/TestValidatingIO.java,851,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/reflect/ReflectResponder.java,66,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/io/JsonEncoder.java,290,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/tools/src/main/java/org/apache/avro/tool/Main.java,98,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/SequenceFileInputFormat.java,43,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/test/java/org/apache/avro/AvroTestUtil.java,32,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/io/DatumWriter.java,36,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/test/java/org/apache/avro/RPCMetaTestPlugin.java,187,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/test/java/org/apache/avro/io/Perf.java,1289,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/util/Utf8.java,132,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/test/java/org/apache/avro/util/TestUtf8.java,32,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SchemaTask.java,29,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/io/JsonDecoder.java,463,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/test/java/NoPackage.java,21,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/IntegerHistogram.java,55,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/test/java/org/apache/avro/SimpleException.java,25,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/Protocol.java,440,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/test/java/org/apache/avro/TestDataFileDeflate.java,64,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroKeyComparator.java,53,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/util/ByteBufferOutputStream.java,108,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/Util.java,219,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/io/ParsingDecoder.java,76,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/test/java/org/apache/avro/TestProtocolDatagram.java,48,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificFixed.java,28,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/SpanStorage.java,57,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/test/java/org/apache/avro/io/parsing/TestResolvingGrammarGenerator.java,93,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/tools/src/main/java/org/apache/avro/tool/FromTextTool.java,130,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc-jetty/src/main/java/org/apache/avro/ipc/jetty/StatsServer.java,54,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/file/DataFileConstants.java,41,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/UnresolvedUnionException.java,39,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.java,144,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/test/java/org/apache/avro/TestProtocolReflect.java,146,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/tools/src/test/java/org/apache/avro/AvroTestUtil.java,32,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherRecordReader.java,84,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/tools/src/main/java/org/apache/avro/tool/ToTextTool.java,88,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherMapRunner.java,93,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/tools/src/test/java/org/apache/avro/tool/TestRpcReceiveAndSendTools.java,58,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroReducer.java,66,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestFileSpanStorage.java,183,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/RPCContext.java,214,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/RPCPlugin.java,76,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/FileSpanStorage.java,359,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/test/java/org/apache/avro/FooRecord.java,47,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/test/java/org/apache/avro/TestDataFileMeta.java,79,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/ipc/src/test/java/org/apache/avro/TestProtocolSpecific.java,333,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/test/java/org/apache/avro/io/TestBlockingIO.java,475,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopMapper.java,89,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/main/java/org/apache/avro/file/DataFileReader12.java,226,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroJob.java,197,0,0,0,0,0,0,0,0,0,NO
1.5.1,lang/java/avro/src/test/java/org/apache/avro/io/TestResolvingIOResolving.java,205,0,0,0,0,0,0,0,0,0,NO
