Dataset,#TrainingRelease,%Training,%Defective in training,%Defective in testing,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Classifier,Precision,Recall,AUC,Kappa
AVRO,12,60.66%,20.07%,5.5%,undersampling,Best first,Sensitive Learning,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.563,0.0,
AVRO,12,60.66%,20.07%,5.5%,undersampling,Best first,Sensitive Learning,14.0,275.0,0.0,2.0,IBk,0.048,0.875,0.438,-0.014,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,No Feature Selection,No cost sensitive,1.0,17.0,258.0,15.0,RandomForest,0.056,0.063,0.501,0.001,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,No Feature Selection,No cost sensitive,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.584,0.0,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,No Feature Selection,No cost sensitive,2.0,19.0,256.0,14.0,IBk,0.095,0.125,0.635,0.049,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,No Feature Selection,Sensitive Threshold,5.0,64.0,211.0,11.0,RandomForest,0.072,0.313,0.54,0.031,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,No Feature Selection,Sensitive Threshold,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.5,0.0,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,No Feature Selection,Sensitive Threshold,5.0,48.0,227.0,11.0,IBk,0.094,0.313,0.569,0.066,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,No Feature Selection,Sensitive Learning,6.0,79.0,196.0,10.0,RandomForest,0.071,0.375,0.524,0.029,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,No Feature Selection,Sensitive Learning,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.584,0.0,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,No Feature Selection,Sensitive Learning,5.0,48.0,227.0,11.0,IBk,0.094,0.313,0.636,0.066,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,Best first,No cost sensitive,2.0,17.0,258.0,14.0,RandomForest,0.105,0.125,0.509,0.058,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,Best first,No cost sensitive,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.584,0.0,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,Best first,No cost sensitive,2.0,19.0,256.0,14.0,IBk,0.095,0.125,0.635,0.049,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,Best first,Sensitive Threshold,6.0,64.0,211.0,10.0,RandomForest,0.086,0.375,0.571,0.055,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,Best first,Sensitive Threshold,1.0,0.0,275.0,15.0,NaiveBayes,1.0,0.063,0.531,0.112,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,Best first,Sensitive Threshold,5.0,48.0,227.0,11.0,IBk,0.094,0.313,0.569,0.066,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,Best first,Sensitive Learning,6.0,79.0,196.0,10.0,RandomForest,0.071,0.375,0.526,0.029,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,Best first,Sensitive Learning,1.0,0.0,275.0,15.0,NaiveBayes,1.0,0.063,0.584,0.112,
AVRO,12,60.66%,20.07%,5.5%,SMOTE,Best first,Sensitive Learning,5.0,48.0,227.0,11.0,IBk,0.094,0.313,0.636,0.066,
AVRO,13,67.96%,18.47%,7.32%,No sampling,No Feature Selection,No cost sensitive,9.0,24.0,267.0,14.0,RandomForest,0.273,0.391,0.843,0.257,
AVRO,13,67.96%,18.47%,7.32%,No sampling,No Feature Selection,No cost sensitive,5.0,16.0,275.0,18.0,NaiveBayes,0.238,0.217,0.867,0.169,
AVRO,13,67.96%,18.47%,7.32%,No sampling,No Feature Selection,No cost sensitive,6.0,28.0,263.0,17.0,IBk,0.176,0.261,0.707,0.135,
AVRO,13,67.96%,18.47%,7.32%,No sampling,No Feature Selection,Sensitive Threshold,20.0,95.0,196.0,3.0,RandomForest,0.174,0.87,0.772,0.191,
AVRO,13,67.96%,18.47%,7.32%,No sampling,No Feature Selection,Sensitive Threshold,5.0,18.0,273.0,18.0,NaiveBayes,0.217,0.217,0.578,0.156,
AVRO,13,67.96%,18.47%,7.32%,No sampling,No Feature Selection,Sensitive Threshold,7.0,66.0,225.0,16.0,IBk,0.096,0.304,0.539,0.039,
AVRO,13,67.96%,18.47%,7.32%,No sampling,No Feature Selection,Sensitive Learning,17.0,85.0,206.0,6.0,RandomForest,0.167,0.739,0.806,0.173,
AVRO,13,67.96%,18.47%,7.32%,No sampling,No Feature Selection,Sensitive Learning,5.0,18.0,273.0,18.0,NaiveBayes,0.217,0.217,0.867,0.156,
AVRO,13,67.96%,18.47%,7.32%,No sampling,No Feature Selection,Sensitive Learning,7.0,66.0,225.0,16.0,IBk,0.096,0.304,0.707,0.039,
AVRO,13,67.96%,18.47%,7.32%,No sampling,Best first,No cost sensitive,7.0,16.0,275.0,16.0,RandomForest,0.304,0.304,0.891,0.249,
AVRO,13,67.96%,18.47%,7.32%,No sampling,Best first,No cost sensitive,4.0,10.0,281.0,19.0,NaiveBayes,0.286,0.174,0.862,0.17,
AVRO,13,67.96%,18.47%,7.32%,No sampling,Best first,No cost sensitive,9.0,20.0,271.0,14.0,IBk,0.31,0.391,0.656,0.288,
AVRO,13,67.96%,18.47%,7.32%,No sampling,Best first,Sensitive Threshold,22.0,51.0,240.0,1.0,RandomForest,0.301,0.957,0.891,0.39,
AVRO,13,67.96%,18.47%,7.32%,No sampling,Best first,Sensitive Threshold,6.0,18.0,273.0,17.0,NaiveBayes,0.25,0.261,0.6,0.195,
AVRO,13,67.96%,18.47%,7.32%,No sampling,Best first,Sensitive Threshold,15.0,32.0,259.0,8.0,IBk,0.319,0.652,0.771,0.366,
AVRO,13,67.96%,18.47%,7.32%,No sampling,Best first,Sensitive Learning,21.0,45.0,246.0,2.0,RandomForest,0.318,0.913,0.897,0.408,
AVRO,13,67.96%,18.47%,7.32%,No sampling,Best first,Sensitive Learning,6.0,18.0,273.0,17.0,NaiveBayes,0.25,0.261,0.862,0.195,
AVRO,13,67.96%,18.47%,7.32%,No sampling,Best first,Sensitive Learning,15.0,32.0,259.0,8.0,IBk,0.319,0.652,0.656,0.366,
AVRO,13,67.96%,18.47%,7.32%,oversampling,No Feature Selection,No cost sensitive,16.0,58.0,233.0,7.0,RandomForest,0.216,0.696,0.813,0.246,
AVRO,13,67.96%,18.47%,7.32%,oversampling,No Feature Selection,No cost sensitive,5.0,17.0,274.0,18.0,NaiveBayes,0.227,0.217,0.867,0.162,
AVRO,13,67.96%,18.47%,7.32%,oversampling,No Feature Selection,No cost sensitive,10.0,53.0,238.0,13.0,IBk,0.159,0.435,0.755,0.14,
AVRO,13,67.96%,18.47%,7.32%,oversampling,No Feature Selection,Sensitive Threshold,21.0,119.0,172.0,2.0,RandomForest,0.15,0.913,0.752,0.151,
AVRO,13,67.96%,18.47%,7.32%,oversampling,No Feature Selection,Sensitive Threshold,8.0,21.0,270.0,15.0,NaiveBayes,0.276,0.348,0.638,0.246,
AVRO,13,67.96%,18.47%,7.32%,oversampling,No Feature Selection,Sensitive Threshold,11.0,91.0,200.0,12.0,IBk,0.108,0.478,0.583,0.064,
AVRO,13,67.96%,18.47%,7.32%,oversampling,No Feature Selection,Sensitive Learning,20.0,124.0,167.0,3.0,RandomForest,0.139,0.87,0.772,0.13,
AVRO,13,67.96%,18.47%,7.32%,oversampling,No Feature Selection,Sensitive Learning,8.0,21.0,270.0,15.0,NaiveBayes,0.276,0.348,0.867,0.246,
AVRO,13,67.96%,18.47%,7.32%,oversampling,No Feature Selection,Sensitive Learning,11.0,91.0,200.0,12.0,IBk,0.108,0.478,0.755,0.064,
AVRO,13,67.96%,18.47%,7.32%,oversampling,Best first,No cost sensitive,15.0,60.0,231.0,8.0,RandomForest,0.2,0.652,0.827,0.219,
AVRO,13,67.96%,18.47%,7.32%,oversampling,Best first,No cost sensitive,9.0,16.0,275.0,14.0,NaiveBayes,0.36,0.391,0.87,0.323,
AVRO,13,67.96%,18.47%,7.32%,oversampling,Best first,No cost sensitive,10.0,49.0,242.0,13.0,IBk,0.169,0.435,0.761,0.155,
AVRO,13,67.96%,18.47%,7.32%,oversampling,Best first,Sensitive Threshold,21.0,118.0,173.0,2.0,RandomForest,0.151,0.913,0.754,0.153,
AVRO,13,67.96%,18.47%,7.32%,oversampling,Best first,Sensitive Threshold,10.0,28.0,263.0,13.0,NaiveBayes,0.263,0.435,0.669,0.26,
AVRO,13,67.96%,18.47%,7.32%,oversampling,Best first,Sensitive Threshold,11.0,87.0,204.0,12.0,IBk,0.112,0.478,0.59,0.072,
AVRO,13,67.96%,18.47%,7.32%,oversampling,Best first,Sensitive Learning,21.0,123.0,168.0,2.0,RandomForest,0.146,0.913,0.788,0.143,
AVRO,13,67.96%,18.47%,7.32%,oversampling,Best first,Sensitive Learning,10.0,28.0,263.0,13.0,NaiveBayes,0.263,0.435,0.87,0.26,
AVRO,13,67.96%,18.47%,7.32%,oversampling,Best first,Sensitive Learning,11.0,87.0,204.0,12.0,IBk,0.112,0.478,0.761,0.072,
AVRO,13,67.96%,18.47%,7.32%,undersampling,No Feature Selection,No cost sensitive,20.0,81.0,210.0,3.0,RandomForest,0.198,0.87,0.836,0.231,
AVRO,13,67.96%,18.47%,7.32%,undersampling,No Feature Selection,No cost sensitive,7.0,17.0,274.0,16.0,NaiveBayes,0.292,0.304,0.868,0.241,
AVRO,13,67.96%,18.47%,7.32%,undersampling,No Feature Selection,No cost sensitive,15.0,86.0,205.0,8.0,IBk,0.149,0.652,0.751,0.139,
AVRO,13,67.96%,18.47%,7.32%,undersampling,No Feature Selection,Sensitive Threshold,23.0,171.0,120.0,0.0,RandomForest,0.119,1.0,0.706,0.093,
AVRO,13,67.96%,18.47%,7.32%,undersampling,No Feature Selection,Sensitive Threshold,10.0,26.0,265.0,13.0,NaiveBayes,0.278,0.435,0.673,0.274,
AVRO,13,67.96%,18.47%,7.32%,undersampling,No Feature Selection,Sensitive Threshold,16.0,132.0,159.0,7.0,IBk,0.108,0.696,0.621,0.069,
AVRO,13,67.96%,18.47%,7.32%,undersampling,No Feature Selection,Sensitive Learning,23.0,189.0,102.0,0.0,RandomForest,0.108,1.0,0.838,0.073,
AVRO,13,67.96%,18.47%,7.32%,undersampling,No Feature Selection,Sensitive Learning,10.0,26.0,265.0,13.0,NaiveBayes,0.278,0.435,0.868,0.274,
AVRO,13,67.96%,18.47%,7.32%,undersampling,No Feature Selection,Sensitive Learning,16.0,132.0,159.0,7.0,IBk,0.108,0.696,0.751,0.069,
AVRO,13,67.96%,18.47%,7.32%,undersampling,Best first,No cost sensitive,19.0,83.0,208.0,4.0,RandomForest,0.186,0.826,0.857,0.21,
AVRO,13,67.96%,18.47%,7.32%,undersampling,Best first,No cost sensitive,10.0,22.0,269.0,13.0,NaiveBayes,0.313,0.435,0.874,0.304,
AVRO,13,67.96%,18.47%,7.32%,undersampling,Best first,No cost sensitive,17.0,84.0,207.0,6.0,IBk,0.168,0.739,0.792,0.176,
AVRO,13,67.96%,18.47%,7.32%,undersampling,Best first,Sensitive Threshold,22.0,171.0,120.0,1.0,RandomForest,0.114,0.957,0.684,0.084,
AVRO,13,67.96%,18.47%,7.32%,undersampling,Best first,Sensitive Threshold,12.0,32.0,259.0,11.0,NaiveBayes,0.273,0.522,0.706,0.29,
AVRO,13,67.96%,18.47%,7.32%,undersampling,Best first,Sensitive Threshold,18.0,130.0,161.0,5.0,IBk,0.122,0.783,0.668,0.096,
AVRO,13,67.96%,18.47%,7.32%,undersampling,Best first,Sensitive Learning,23.0,189.0,102.0,0.0,RandomForest,0.108,1.0,0.827,0.073,
AVRO,13,67.96%,18.47%,7.32%,undersampling,Best first,Sensitive Learning,12.0,32.0,259.0,11.0,NaiveBayes,0.273,0.522,0.874,0.29,
AVRO,13,67.96%,18.47%,7.32%,undersampling,Best first,Sensitive Learning,18.0,130.0,161.0,5.0,IBk,0.122,0.783,0.792,0.096,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,No Feature Selection,No cost sensitive,8.0,35.0,256.0,15.0,RandomForest,0.186,0.348,0.832,0.162,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,No Feature Selection,No cost sensitive,5.0,18.0,273.0,18.0,NaiveBayes,0.217,0.217,0.827,0.156,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,No Feature Selection,No cost sensitive,6.0,37.0,254.0,17.0,IBk,0.14,0.261,0.702,0.095,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,No Feature Selection,Sensitive Threshold,21.0,97.0,194.0,2.0,RandomForest,0.178,0.913,0.79,0.2,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,No Feature Selection,Sensitive Threshold,8.0,24.0,267.0,15.0,NaiveBayes,0.25,0.348,0.633,0.225,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,No Feature Selection,Sensitive Threshold,7.0,69.0,222.0,16.0,IBk,0.092,0.304,0.534,0.033,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,No Feature Selection,Sensitive Learning,21.0,105.0,186.0,2.0,RandomForest,0.167,0.913,0.812,0.18,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,No Feature Selection,Sensitive Learning,8.0,24.0,267.0,15.0,NaiveBayes,0.25,0.348,0.827,0.225,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,No Feature Selection,Sensitive Learning,7.0,65.0,226.0,16.0,IBk,0.097,0.304,0.702,0.041,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,Best first,No cost sensitive,11.0,23.0,268.0,12.0,RandomForest,0.324,0.478,0.785,0.327,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,Best first,No cost sensitive,8.0,21.0,270.0,15.0,NaiveBayes,0.276,0.348,0.864,0.246,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,Best first,No cost sensitive,8.0,23.0,268.0,15.0,IBk,0.258,0.348,0.613,0.232,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,Best first,Sensitive Threshold,21.0,278.0,13.0,2.0,RandomForest,0.07,0.913,0.479,-0.006,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,Best first,Sensitive Threshold,22.0,61.0,230.0,1.0,NaiveBayes,0.265,0.957,0.873,0.339,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,Best first,Sensitive Threshold,15.0,265.0,26.0,8.0,IBk,0.054,0.652,0.371,-0.042,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,Best first,Sensitive Learning,22.0,283.0,8.0,1.0,RandomForest,0.072,0.957,0.782,-0.002,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,Best first,Sensitive Learning,22.0,61.0,230.0,1.0,NaiveBayes,0.265,0.957,0.864,0.339,
AVRO,13,67.96%,18.47%,7.32%,SMOTE,Best first,Sensitive Learning,15.0,265.0,26.0,8.0,IBk,0.054,0.652,0.613,-0.042,
AVRO,14,75.83%,17.31%,5.41%,No sampling,No Feature Selection,No cost sensitive,1.0,5.0,292.0,16.0,RandomForest,0.167,0.059,0.59,0.06,
AVRO,14,75.83%,17.31%,5.41%,No sampling,No Feature Selection,No cost sensitive,1.0,3.0,294.0,16.0,NaiveBayes,0.25,0.059,0.874,0.076,
AVRO,14,75.83%,17.31%,5.41%,No sampling,No Feature Selection,No cost sensitive,4.0,9.0,288.0,13.0,IBk,0.308,0.235,0.614,0.231,
AVRO,14,75.83%,17.31%,5.41%,No sampling,No Feature Selection,Sensitive Threshold,7.0,56.0,241.0,10.0,RandomForest,0.111,0.412,0.612,0.098,
AVRO,14,75.83%,17.31%,5.41%,No sampling,No Feature Selection,Sensitive Threshold,1.0,4.0,293.0,16.0,NaiveBayes,0.2,0.059,0.523,0.068,
AVRO,14,75.83%,17.31%,5.41%,No sampling,No Feature Selection,Sensitive Threshold,4.0,57.0,240.0,13.0,IBk,0.066,0.235,0.522,0.02,
AVRO,14,75.83%,17.31%,5.41%,No sampling,No Feature Selection,Sensitive Learning,5.0,53.0,244.0,12.0,RandomForest,0.086,0.294,0.608,0.054,
AVRO,14,75.83%,17.31%,5.41%,No sampling,No Feature Selection,Sensitive Learning,1.0,4.0,293.0,16.0,NaiveBayes,0.2,0.059,0.874,0.068,
AVRO,14,75.83%,17.31%,5.41%,No sampling,No Feature Selection,Sensitive Learning,4.0,52.0,245.0,13.0,IBk,0.071,0.235,0.614,0.029,
AVRO,14,75.83%,17.31%,5.41%,No sampling,Best first,No cost sensitive,1.0,1.0,296.0,16.0,RandomForest,0.5,0.059,0.67,0.095,
AVRO,14,75.83%,17.31%,5.41%,No sampling,Best first,No cost sensitive,0.0,0.0,297.0,17.0,NaiveBayes,NaN,0.0,0.67,0.0,
AVRO,14,75.83%,17.31%,5.41%,No sampling,Best first,No cost sensitive,2.0,0.0,297.0,15.0,IBk,1.0,0.118,0.441,0.201,
AVRO,14,75.83%,17.31%,5.41%,No sampling,Best first,Sensitive Threshold,5.0,4.0,293.0,12.0,RandomForest,0.556,0.294,0.64,0.361,
AVRO,14,75.83%,17.31%,5.41%,No sampling,Best first,Sensitive Threshold,0.0,1.0,296.0,17.0,NaiveBayes,0.0,0.0,0.498,-0.006,
AVRO,14,75.83%,17.31%,5.41%,No sampling,Best first,Sensitive Threshold,2.0,3.0,294.0,15.0,IBk,0.4,0.118,0.554,0.161,
AVRO,14,75.83%,17.31%,5.41%,No sampling,Best first,Sensitive Learning,4.0,4.0,293.0,13.0,RandomForest,0.5,0.235,0.67,0.296,
AVRO,14,75.83%,17.31%,5.41%,No sampling,Best first,Sensitive Learning,0.0,1.0,296.0,17.0,NaiveBayes,0.0,0.0,0.67,-0.006,
AVRO,14,75.83%,17.31%,5.41%,No sampling,Best first,Sensitive Learning,2.0,3.0,294.0,15.0,IBk,0.4,0.118,0.441,0.161,
AVRO,14,75.83%,17.31%,5.41%,oversampling,No Feature Selection,No cost sensitive,4.0,32.0,265.0,13.0,RandomForest,0.111,0.235,0.586,0.084,
AVRO,14,75.83%,17.31%,5.41%,oversampling,No Feature Selection,No cost sensitive,0.0,1.0,296.0,17.0,NaiveBayes,0.0,0.0,0.876,-0.006,
AVRO,14,75.83%,17.31%,5.41%,oversampling,No Feature Selection,No cost sensitive,5.0,31.0,266.0,12.0,IBk,0.139,0.294,0.632,0.124,
AVRO,14,75.83%,17.31%,5.41%,oversampling,No Feature Selection,Sensitive Threshold,8.0,103.0,194.0,9.0,RandomForest,0.072,0.471,0.562,0.034,
AVRO,14,75.83%,17.31%,5.41%,oversampling,No Feature Selection,Sensitive Threshold,1.0,1.0,296.0,16.0,NaiveBayes,0.5,0.059,0.528,0.095,
AVRO,14,75.83%,17.31%,5.41%,oversampling,No Feature Selection,Sensitive Threshold,6.0,94.0,203.0,11.0,IBk,0.06,0.353,0.518,0.011,
AVRO,14,75.83%,17.31%,5.41%,oversampling,No Feature Selection,Sensitive Learning,8.0,107.0,190.0,9.0,RandomForest,0.07,0.471,0.607,0.03,
AVRO,14,75.83%,17.31%,5.41%,oversampling,No Feature Selection,Sensitive Learning,1.0,1.0,296.0,16.0,NaiveBayes,0.5,0.059,0.876,0.095,
AVRO,14,75.83%,17.31%,5.41%,oversampling,No Feature Selection,Sensitive Learning,6.0,94.0,203.0,11.0,IBk,0.06,0.353,0.632,0.011,
AVRO,14,75.83%,17.31%,5.41%,oversampling,Best first,No cost sensitive,4.0,3.0,294.0,13.0,RandomForest,0.571,0.235,0.613,0.312,
AVRO,14,75.83%,17.31%,5.41%,oversampling,Best first,No cost sensitive,0.0,1.0,296.0,17.0,NaiveBayes,0.0,0.0,0.67,-0.006,
AVRO,14,75.83%,17.31%,5.41%,oversampling,Best first,No cost sensitive,3.0,4.0,293.0,14.0,IBk,0.429,0.176,0.497,0.226,
AVRO,14,75.83%,17.31%,5.41%,oversampling,Best first,Sensitive Threshold,17.0,296.0,1.0,0.0,RandomForest,0.054,1.0,0.502,0.0,
AVRO,14,75.83%,17.31%,5.41%,oversampling,Best first,Sensitive Threshold,0.0,1.0,296.0,17.0,NaiveBayes,0.0,0.0,0.498,-0.006,
AVRO,14,75.83%,17.31%,5.41%,oversampling,Best first,Sensitive Threshold,14.0,296.0,1.0,3.0,IBk,0.045,0.824,0.413,-0.019,
AVRO,14,75.83%,17.31%,5.41%,oversampling,Best first,Sensitive Learning,16.0,295.0,2.0,1.0,RandomForest,0.051,0.941,0.556,-0.006,
AVRO,14,75.83%,17.31%,5.41%,oversampling,Best first,Sensitive Learning,0.0,1.0,296.0,17.0,NaiveBayes,0.0,0.0,0.67,-0.006,
AVRO,14,75.83%,17.31%,5.41%,oversampling,Best first,Sensitive Learning,14.0,296.0,1.0,3.0,IBk,0.045,0.824,0.497,-0.019,
AVRO,14,75.83%,17.31%,5.41%,undersampling,No Feature Selection,No cost sensitive,7.0,47.0,250.0,10.0,RandomForest,0.13,0.412,0.728,0.125,
AVRO,14,75.83%,17.31%,5.41%,undersampling,No Feature Selection,No cost sensitive,0.0,1.0,296.0,17.0,NaiveBayes,0.0,0.0,0.878,-0.006,
AVRO,14,75.83%,17.31%,5.41%,undersampling,No Feature Selection,No cost sensitive,8.0,58.0,239.0,9.0,IBk,0.121,0.471,0.704,0.117,
AVRO,14,75.83%,17.31%,5.41%,undersampling,No Feature Selection,Sensitive Threshold,14.0,145.0,152.0,3.0,RandomForest,0.088,0.824,0.668,0.068,
AVRO,14,75.83%,17.31%,5.41%,undersampling,No Feature Selection,Sensitive Threshold,0.0,1.0,296.0,17.0,NaiveBayes,0.0,0.0,0.498,-0.006,
AVRO,14,75.83%,17.31%,5.41%,undersampling,No Feature Selection,Sensitive Threshold,9.0,117.0,180.0,8.0,IBk,0.071,0.529,0.568,0.034,
AVRO,14,75.83%,17.31%,5.41%,undersampling,No Feature Selection,Sensitive Learning,17.0,170.0,127.0,0.0,RandomForest,0.091,1.0,0.716,0.075,
AVRO,14,75.83%,17.31%,5.41%,undersampling,No Feature Selection,Sensitive Learning,0.0,1.0,296.0,17.0,NaiveBayes,0.0,0.0,0.878,-0.006,
AVRO,14,75.83%,17.31%,5.41%,undersampling,No Feature Selection,Sensitive Learning,9.0,117.0,180.0,8.0,IBk,0.071,0.529,0.703,0.034,
AVRO,14,75.83%,17.31%,5.41%,undersampling,Best first,No cost sensitive,4.0,4.0,293.0,13.0,RandomForest,0.5,0.235,0.67,0.296,
AVRO,14,75.83%,17.31%,5.41%,undersampling,Best first,No cost sensitive,0.0,1.0,296.0,17.0,NaiveBayes,0.0,0.0,0.669,-0.006,
AVRO,14,75.83%,17.31%,5.41%,undersampling,Best first,No cost sensitive,4.0,4.0,293.0,13.0,IBk,0.5,0.235,0.555,0.296,
AVRO,14,75.83%,17.31%,5.41%,undersampling,Best first,Sensitive Threshold,17.0,296.0,1.0,0.0,RandomForest,0.054,1.0,0.502,0.0,
AVRO,14,75.83%,17.31%,5.41%,undersampling,Best first,Sensitive Threshold,0.0,1.0,296.0,17.0,NaiveBayes,0.0,0.0,0.498,-0.006,
AVRO,14,75.83%,17.31%,5.41%,undersampling,Best first,Sensitive Threshold,15.0,296.0,1.0,2.0,IBk,0.048,0.882,0.443,-0.012,
AVRO,14,75.83%,17.31%,5.41%,undersampling,Best first,Sensitive Learning,17.0,297.0,0.0,0.0,RandomForest,0.054,1.0,0.67,0.0,
AVRO,14,75.83%,17.31%,5.41%,undersampling,Best first,Sensitive Learning,0.0,1.0,296.0,17.0,NaiveBayes,0.0,0.0,0.669,-0.006,
AVRO,14,75.83%,17.31%,5.41%,undersampling,Best first,Sensitive Learning,15.0,296.0,1.0,2.0,IBk,0.048,0.882,0.555,-0.012,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,No Feature Selection,No cost sensitive,4.0,19.0,278.0,13.0,RandomForest,0.174,0.235,0.61,0.147,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,No Feature Selection,No cost sensitive,1.0,2.0,295.0,16.0,NaiveBayes,0.333,0.059,0.877,0.085,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,No Feature Selection,No cost sensitive,5.0,20.0,277.0,12.0,IBk,0.2,0.294,0.651,0.186,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,No Feature Selection,Sensitive Threshold,8.0,60.0,237.0,9.0,RandomForest,0.118,0.471,0.634,0.111,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,No Feature Selection,Sensitive Threshold,2.0,3.0,294.0,15.0,NaiveBayes,0.4,0.118,0.554,0.161,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,No Feature Selection,Sensitive Threshold,5.0,59.0,238.0,12.0,IBk,0.078,0.294,0.548,0.041,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,No Feature Selection,Sensitive Learning,7.0,70.0,227.0,10.0,RandomForest,0.091,0.412,0.659,0.066,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,No Feature Selection,Sensitive Learning,2.0,3.0,294.0,15.0,NaiveBayes,0.4,0.118,0.877,0.161,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,No Feature Selection,Sensitive Learning,5.0,54.0,243.0,12.0,IBk,0.085,0.294,0.651,0.052,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,Best first,No cost sensitive,3.0,18.0,279.0,14.0,RandomForest,0.143,0.176,0.608,0.104,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,Best first,No cost sensitive,2.0,3.0,294.0,15.0,NaiveBayes,0.4,0.118,0.877,0.161,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,Best first,No cost sensitive,5.0,20.0,277.0,12.0,IBk,0.2,0.294,0.651,0.186,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,Best first,Sensitive Threshold,8.0,60.0,237.0,9.0,RandomForest,0.118,0.471,0.634,0.111,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,Best first,Sensitive Threshold,6.0,9.0,288.0,11.0,NaiveBayes,0.4,0.353,0.661,0.342,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,Best first,Sensitive Threshold,5.0,59.0,238.0,12.0,IBk,0.078,0.294,0.548,0.041,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,Best first,Sensitive Learning,8.0,71.0,226.0,9.0,RandomForest,0.101,0.471,0.657,0.085,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,Best first,Sensitive Learning,6.0,9.0,288.0,11.0,NaiveBayes,0.4,0.353,0.877,0.342,
AVRO,14,75.83%,17.31%,5.41%,SMOTE,Best first,Sensitive Learning,5.0,54.0,243.0,12.0,IBk,0.085,0.294,0.651,0.052,
AVRO,15,83.7%,16.17%,6.98%,No sampling,No Feature Selection,No cost sensitive,7.0,10.0,283.0,15.0,RandomForest,0.412,0.318,0.915,0.317,
AVRO,15,83.7%,16.17%,6.98%,No sampling,No Feature Selection,No cost sensitive,3.0,6.0,287.0,19.0,NaiveBayes,0.333,0.136,0.956,0.159,
AVRO,15,83.7%,16.17%,6.98%,No sampling,No Feature Selection,No cost sensitive,12.0,13.0,280.0,10.0,IBk,0.48,0.545,0.814,0.471,
AVRO,15,83.7%,16.17%,6.98%,No sampling,No Feature Selection,Sensitive Threshold,21.0,53.0,240.0,1.0,RandomForest,0.284,0.955,0.887,0.37,
AVRO,15,83.7%,16.17%,6.98%,No sampling,No Feature Selection,Sensitive Threshold,8.0,8.0,285.0,14.0,NaiveBayes,0.5,0.364,0.668,0.385,
AVRO,15,83.7%,16.17%,6.98%,No sampling,No Feature Selection,Sensitive Threshold,12.0,47.0,246.0,10.0,IBk,0.203,0.545,0.693,0.217,
