Dataset,#TrainingRelease,%Training,%Defective in training,%Defective in testing,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Classifier,Precision,Recall,AUC,Kappa
AVRO,5,16.98%,47.56%,9.36%,undersampling,Best first,No cost sensitive,0.0,15.0,140.0,16.0,NaiveBayes,0.0,0.0,0.664,-0.1,
AVRO,5,16.98%,47.56%,9.36%,undersampling,Best first,No cost sensitive,12.0,30.0,125.0,4.0,IBk,0.286,0.75,0.86,0.322,
AVRO,5,16.98%,47.56%,9.36%,undersampling,Best first,Sensitive Threshold,16.0,53.0,102.0,0.0,RandomForest,0.232,1.0,0.829,0.265,
AVRO,5,16.98%,47.56%,9.36%,undersampling,Best first,Sensitive Threshold,8.0,34.0,121.0,8.0,NaiveBayes,0.19,0.5,0.64,0.162,
AVRO,5,16.98%,47.56%,9.36%,undersampling,Best first,Sensitive Threshold,14.0,41.0,114.0,2.0,IBk,0.255,0.875,0.805,0.292,
AVRO,5,16.98%,47.56%,9.36%,undersampling,Best first,Sensitive Learning,16.0,64.0,91.0,0.0,RandomForest,0.2,1.0,0.838,0.21,
AVRO,5,16.98%,47.56%,9.36%,undersampling,Best first,Sensitive Learning,8.0,34.0,121.0,8.0,NaiveBayes,0.19,0.5,0.664,0.162,
AVRO,5,16.98%,47.56%,9.36%,undersampling,Best first,Sensitive Learning,14.0,41.0,114.0,2.0,IBk,0.255,0.875,0.86,0.292,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,No Feature Selection,No cost sensitive,8.0,22.0,133.0,8.0,RandomForest,0.267,0.5,0.866,0.257,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,No Feature Selection,No cost sensitive,0.0,15.0,140.0,16.0,NaiveBayes,0.0,0.0,0.671,-0.1,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,No Feature Selection,No cost sensitive,10.0,31.0,124.0,6.0,IBk,0.244,0.625,0.848,0.25,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,No Feature Selection,Sensitive Threshold,16.0,49.0,106.0,0.0,RandomForest,0.246,1.0,0.842,0.288,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,No Feature Selection,Sensitive Threshold,0.0,15.0,140.0,16.0,NaiveBayes,0.0,0.0,0.452,-0.1,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,No Feature Selection,Sensitive Threshold,12.0,42.0,113.0,4.0,IBk,0.222,0.75,0.74,0.232,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,No Feature Selection,Sensitive Learning,16.0,56.0,99.0,0.0,RandomForest,0.222,1.0,0.879,0.249,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,No Feature Selection,Sensitive Learning,0.0,15.0,140.0,16.0,NaiveBayes,0.0,0.0,0.671,-0.1,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,No Feature Selection,Sensitive Learning,12.0,42.0,113.0,4.0,IBk,0.222,0.75,0.848,0.232,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,Best first,No cost sensitive,10.0,27.0,128.0,6.0,RandomForest,0.27,0.625,0.86,0.284,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,Best first,No cost sensitive,0.0,18.0,137.0,16.0,NaiveBayes,0.0,0.0,0.675,-0.11,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,Best first,No cost sensitive,12.0,29.0,126.0,4.0,IBk,0.293,0.75,0.868,0.331,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,Best first,Sensitive Threshold,16.0,49.0,106.0,0.0,RandomForest,0.246,1.0,0.842,0.288,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,Best first,Sensitive Threshold,8.0,34.0,121.0,8.0,NaiveBayes,0.19,0.5,0.64,0.162,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,Best first,Sensitive Threshold,14.0,40.0,115.0,2.0,IBk,0.259,0.875,0.808,0.299,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,Best first,Sensitive Learning,16.0,56.0,99.0,0.0,RandomForest,0.222,1.0,0.875,0.249,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,Best first,Sensitive Learning,8.0,34.0,121.0,8.0,NaiveBayes,0.19,0.5,0.675,0.162,
AVRO,5,16.98%,47.56%,9.36%,SMOTE,Best first,Sensitive Learning,14.0,40.0,115.0,2.0,IBk,0.259,0.875,0.868,0.299,
AVRO,6,21.25%,39.88%,12.99%,No sampling,No Feature Selection,No cost sensitive,20.0,84.0,117.0,10.0,RandomForest,0.192,0.667,0.701,0.121,
AVRO,6,21.25%,39.88%,12.99%,No sampling,No Feature Selection,No cost sensitive,7.0,69.0,132.0,23.0,NaiveBayes,0.092,0.233,0.547,-0.067,
AVRO,6,21.25%,39.88%,12.99%,No sampling,No Feature Selection,No cost sensitive,22.0,81.0,120.0,8.0,IBk,0.214,0.733,0.672,0.162,
AVRO,6,21.25%,39.88%,12.99%,No sampling,No Feature Selection,Sensitive Threshold,25.0,126.0,75.0,5.0,RandomForest,0.166,0.833,0.603,0.076,
AVRO,6,21.25%,39.88%,12.99%,No sampling,No Feature Selection,Sensitive Threshold,11.0,73.0,128.0,19.0,NaiveBayes,0.131,0.367,0.502,0.002,
AVRO,6,21.25%,39.88%,12.99%,No sampling,No Feature Selection,Sensitive Threshold,23.0,92.0,109.0,7.0,IBk,0.2,0.767,0.654,0.14,
AVRO,6,21.25%,39.88%,12.99%,No sampling,No Feature Selection,Sensitive Learning,27.0,131.0,70.0,3.0,RandomForest,0.171,0.9,0.676,0.088,
AVRO,6,21.25%,39.88%,12.99%,No sampling,No Feature Selection,Sensitive Learning,11.0,73.0,128.0,19.0,NaiveBayes,0.131,0.367,0.547,0.002,
AVRO,6,21.25%,39.88%,12.99%,No sampling,No Feature Selection,Sensitive Learning,23.0,92.0,109.0,7.0,IBk,0.2,0.767,0.672,0.14,
AVRO,6,21.25%,39.88%,12.99%,No sampling,Best first,No cost sensitive,20.0,81.0,120.0,10.0,RandomForest,0.198,0.667,0.68,0.131,
AVRO,6,21.25%,39.88%,12.99%,No sampling,Best first,No cost sensitive,17.0,80.0,121.0,13.0,NaiveBayes,0.175,0.567,0.591,0.086,
AVRO,6,21.25%,39.88%,12.99%,No sampling,Best first,No cost sensitive,20.0,81.0,120.0,10.0,IBk,0.198,0.667,0.669,0.131,
AVRO,6,21.25%,39.88%,12.99%,No sampling,Best first,Sensitive Threshold,29.0,188.0,13.0,1.0,RandomForest,0.134,0.967,0.516,0.009,
AVRO,6,21.25%,39.88%,12.99%,No sampling,Best first,Sensitive Threshold,18.0,100.0,101.0,12.0,NaiveBayes,0.153,0.6,0.551,0.046,
AVRO,6,21.25%,39.88%,12.99%,No sampling,Best first,Sensitive Threshold,29.0,176.0,25.0,1.0,IBk,0.141,0.967,0.546,0.026,
AVRO,6,21.25%,39.88%,12.99%,No sampling,Best first,Sensitive Learning,29.0,199.0,2.0,1.0,RandomForest,0.127,0.967,0.644,-0.006,
AVRO,6,21.25%,39.88%,12.99%,No sampling,Best first,Sensitive Learning,18.0,96.0,105.0,12.0,NaiveBayes,0.158,0.6,0.591,0.056,
AVRO,6,21.25%,39.88%,12.99%,No sampling,Best first,Sensitive Learning,29.0,176.0,25.0,1.0,IBk,0.141,0.967,0.669,0.026,
AVRO,6,21.25%,39.88%,12.99%,oversampling,No Feature Selection,No cost sensitive,22.0,98.0,103.0,8.0,RandomForest,0.183,0.733,0.676,0.108,
AVRO,6,21.25%,39.88%,12.99%,oversampling,No Feature Selection,No cost sensitive,12.0,75.0,126.0,18.0,NaiveBayes,0.138,0.4,0.551,0.015,
AVRO,6,21.25%,39.88%,12.99%,oversampling,No Feature Selection,No cost sensitive,22.0,89.0,112.0,8.0,IBk,0.198,0.733,0.682,0.135,
AVRO,6,21.25%,39.88%,12.99%,oversampling,No Feature Selection,Sensitive Threshold,23.0,123.0,78.0,7.0,RandomForest,0.158,0.767,0.577,0.059,
AVRO,6,21.25%,39.88%,12.99%,oversampling,No Feature Selection,Sensitive Threshold,13.0,77.0,124.0,17.0,NaiveBayes,0.144,0.433,0.525,0.027,
AVRO,6,21.25%,39.88%,12.99%,oversampling,No Feature Selection,Sensitive Threshold,22.0,93.0,108.0,8.0,IBk,0.191,0.733,0.635,0.123,
AVRO,6,21.25%,39.88%,12.99%,oversampling,No Feature Selection,Sensitive Learning,23.0,126.0,75.0,7.0,RandomForest,0.154,0.767,0.667,0.052,
AVRO,6,21.25%,39.88%,12.99%,oversampling,No Feature Selection,Sensitive Learning,13.0,77.0,124.0,17.0,NaiveBayes,0.144,0.433,0.551,0.027,
AVRO,6,21.25%,39.88%,12.99%,oversampling,No Feature Selection,Sensitive Learning,22.0,93.0,108.0,8.0,IBk,0.191,0.733,0.682,0.123,
AVRO,6,21.25%,39.88%,12.99%,oversampling,Best first,No cost sensitive,23.0,86.0,115.0,7.0,RandomForest,0.211,0.767,0.719,0.16,
AVRO,6,21.25%,39.88%,12.99%,oversampling,Best first,No cost sensitive,18.0,84.0,117.0,12.0,NaiveBayes,0.176,0.6,0.609,0.09,
AVRO,6,21.25%,39.88%,12.99%,oversampling,Best first,No cost sensitive,23.0,89.0,112.0,7.0,IBk,0.205,0.767,0.705,0.15,
AVRO,6,21.25%,39.88%,12.99%,oversampling,Best first,Sensitive Threshold,30.0,196.0,5.0,0.0,RandomForest,0.133,1.0,0.512,0.007,
AVRO,6,21.25%,39.88%,12.99%,oversampling,Best first,Sensitive Threshold,25.0,118.0,83.0,5.0,NaiveBayes,0.175,0.833,0.623,0.095,
AVRO,6,21.25%,39.88%,12.99%,oversampling,Best first,Sensitive Threshold,30.0,175.0,26.0,0.0,IBk,0.146,1.0,0.565,0.037,
AVRO,6,21.25%,39.88%,12.99%,oversampling,Best first,Sensitive Learning,30.0,201.0,0.0,0.0,RandomForest,0.13,1.0,0.684,0.0,
AVRO,6,21.25%,39.88%,12.99%,oversampling,Best first,Sensitive Learning,25.0,118.0,83.0,5.0,NaiveBayes,0.175,0.833,0.609,0.095,
AVRO,6,21.25%,39.88%,12.99%,oversampling,Best first,Sensitive Learning,30.0,175.0,26.0,0.0,IBk,0.146,1.0,0.705,0.037,
AVRO,6,21.25%,39.88%,12.99%,undersampling,No Feature Selection,No cost sensitive,20.0,95.0,106.0,10.0,RandomForest,0.174,0.667,0.684,0.088,
AVRO,6,21.25%,39.88%,12.99%,undersampling,No Feature Selection,No cost sensitive,10.0,69.0,132.0,20.0,NaiveBayes,0.127,0.333,0.547,-0.006,
AVRO,6,21.25%,39.88%,12.99%,undersampling,No Feature Selection,No cost sensitive,23.0,97.0,104.0,7.0,IBk,0.192,0.767,0.631,0.125,
AVRO,6,21.25%,39.88%,12.99%,undersampling,No Feature Selection,Sensitive Threshold,26.0,136.0,65.0,4.0,RandomForest,0.16,0.867,0.595,0.066,
AVRO,6,21.25%,39.88%,12.99%,undersampling,No Feature Selection,Sensitive Threshold,12.0,73.0,128.0,18.0,NaiveBayes,0.141,0.4,0.518,0.021,
AVRO,6,21.25%,39.88%,12.99%,undersampling,No Feature Selection,Sensitive Threshold,23.0,106.0,95.0,7.0,IBk,0.178,0.767,0.62,0.1,
AVRO,6,21.25%,39.88%,12.99%,undersampling,No Feature Selection,Sensitive Learning,27.0,137.0,64.0,3.0,RandomForest,0.165,0.9,0.69,0.075,
AVRO,6,21.25%,39.88%,12.99%,undersampling,No Feature Selection,Sensitive Learning,12.0,73.0,128.0,18.0,NaiveBayes,0.141,0.4,0.547,0.021,
AVRO,6,21.25%,39.88%,12.99%,undersampling,No Feature Selection,Sensitive Learning,23.0,106.0,95.0,7.0,IBk,0.178,0.767,0.632,0.1,
AVRO,6,21.25%,39.88%,12.99%,undersampling,Best first,No cost sensitive,20.0,94.0,107.0,10.0,RandomForest,0.175,0.667,0.611,0.091,
AVRO,6,21.25%,39.88%,12.99%,undersampling,Best first,No cost sensitive,12.0,70.0,131.0,18.0,NaiveBayes,0.146,0.4,0.582,0.03,
AVRO,6,21.25%,39.88%,12.99%,undersampling,Best first,No cost sensitive,20.0,91.0,110.0,10.0,IBk,0.18,0.667,0.581,0.1,
AVRO,6,21.25%,39.88%,12.99%,undersampling,Best first,Sensitive Threshold,27.0,192.0,9.0,3.0,RandomForest,0.123,0.9,0.472,-0.015,
AVRO,6,21.25%,39.88%,12.99%,undersampling,Best first,Sensitive Threshold,18.0,86.0,115.0,12.0,NaiveBayes,0.173,0.6,0.586,0.084,
AVRO,6,21.25%,39.88%,12.99%,undersampling,Best first,Sensitive Threshold,25.0,175.0,26.0,5.0,IBk,0.125,0.833,0.481,-0.011,
AVRO,6,21.25%,39.88%,12.99%,undersampling,Best first,Sensitive Learning,30.0,201.0,0.0,0.0,RandomForest,0.13,1.0,0.59,0.0,
AVRO,6,21.25%,39.88%,12.99%,undersampling,Best first,Sensitive Learning,18.0,86.0,115.0,12.0,NaiveBayes,0.173,0.6,0.582,0.084,
AVRO,6,21.25%,39.88%,12.99%,undersampling,Best first,Sensitive Learning,25.0,175.0,26.0,5.0,IBk,0.125,0.833,0.581,-0.011,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,No Feature Selection,No cost sensitive,20.0,88.0,113.0,10.0,RandomForest,0.185,0.667,0.712,0.109,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,No Feature Selection,No cost sensitive,11.0,71.0,130.0,19.0,NaiveBayes,0.134,0.367,0.55,0.008,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,No Feature Selection,No cost sensitive,22.0,81.0,120.0,8.0,IBk,0.214,0.733,0.672,0.162,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,No Feature Selection,Sensitive Threshold,27.0,125.0,76.0,3.0,RandomForest,0.178,0.9,0.639,0.102,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,No Feature Selection,Sensitive Threshold,13.0,76.0,125.0,17.0,NaiveBayes,0.146,0.433,0.528,0.03,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,No Feature Selection,Sensitive Threshold,23.0,92.0,109.0,7.0,IBk,0.2,0.767,0.654,0.14,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,No Feature Selection,Sensitive Learning,27.0,132.0,69.0,3.0,RandomForest,0.17,0.9,0.676,0.086,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,No Feature Selection,Sensitive Learning,13.0,76.0,125.0,17.0,NaiveBayes,0.146,0.433,0.55,0.03,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,No Feature Selection,Sensitive Learning,23.0,92.0,109.0,7.0,IBk,0.2,0.767,0.672,0.14,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,Best first,No cost sensitive,20.0,81.0,120.0,10.0,RandomForest,0.198,0.667,0.683,0.131,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,Best first,No cost sensitive,18.0,82.0,119.0,12.0,NaiveBayes,0.18,0.6,0.595,0.096,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,Best first,No cost sensitive,20.0,81.0,120.0,10.0,IBk,0.198,0.667,0.668,0.131,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,Best first,Sensitive Threshold,29.0,188.0,13.0,1.0,RandomForest,0.134,0.967,0.516,0.009,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,Best first,Sensitive Threshold,25.0,118.0,83.0,5.0,NaiveBayes,0.175,0.833,0.623,0.095,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,Best first,Sensitive Threshold,29.0,176.0,25.0,1.0,IBk,0.141,0.967,0.546,0.026,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,Best first,Sensitive Learning,30.0,201.0,0.0,0.0,RandomForest,0.13,1.0,0.65,0.0,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,Best first,Sensitive Learning,25.0,118.0,83.0,5.0,NaiveBayes,0.175,0.833,0.595,0.095,
AVRO,6,21.25%,39.88%,12.99%,SMOTE,Best first,Sensitive Learning,29.0,176.0,25.0,1.0,IBk,0.141,0.967,0.668,0.026,
AVRO,7,27.04%,34.14%,11.72%,No sampling,No Feature Selection,No cost sensitive,6.0,19.0,192.0,22.0,RandomForest,0.24,0.214,0.574,0.13,
AVRO,7,27.04%,34.14%,11.72%,No sampling,No Feature Selection,No cost sensitive,0.0,5.0,206.0,28.0,NaiveBayes,0.0,0.0,0.633,-0.037,
AVRO,7,27.04%,34.14%,11.72%,No sampling,No Feature Selection,No cost sensitive,6.0,16.0,195.0,22.0,IBk,0.273,0.214,0.587,0.153,
AVRO,7,27.04%,34.14%,11.72%,No sampling,No Feature Selection,Sensitive Threshold,10.0,69.0,142.0,18.0,RandomForest,0.127,0.357,0.515,0.017,
AVRO,7,27.04%,34.14%,11.72%,No sampling,No Feature Selection,Sensitive Threshold,0.0,5.0,206.0,28.0,NaiveBayes,0.0,0.0,0.488,-0.037,
AVRO,7,27.04%,34.14%,11.72%,No sampling,No Feature Selection,Sensitive Threshold,7.0,50.0,161.0,21.0,IBk,0.123,0.25,0.507,0.009,
AVRO,7,27.04%,34.14%,11.72%,No sampling,No Feature Selection,Sensitive Learning,11.0,70.0,141.0,17.0,RandomForest,0.136,0.393,0.628,0.034,
AVRO,7,27.04%,34.14%,11.72%,No sampling,No Feature Selection,Sensitive Learning,0.0,5.0,206.0,28.0,NaiveBayes,0.0,0.0,0.633,-0.037,
AVRO,7,27.04%,34.14%,11.72%,No sampling,No Feature Selection,Sensitive Learning,7.0,50.0,161.0,21.0,IBk,0.123,0.25,0.587,0.009,
AVRO,7,27.04%,34.14%,11.72%,No sampling,Best first,No cost sensitive,0.0,6.0,205.0,28.0,RandomForest,0.0,0.0,0.502,-0.043,
AVRO,7,27.04%,34.14%,11.72%,No sampling,Best first,No cost sensitive,0.0,3.0,208.0,28.0,NaiveBayes,0.0,0.0,0.513,-0.023,
AVRO,7,27.04%,34.14%,11.72%,No sampling,Best first,No cost sensitive,0.0,8.0,203.0,28.0,IBk,0.0,0.0,0.53,-0.055,
AVRO,7,27.04%,34.14%,11.72%,No sampling,Best first,Sensitive Threshold,3.0,18.0,193.0,25.0,RandomForest,0.143,0.107,0.511,0.024,
AVRO,7,27.04%,34.14%,11.72%,No sampling,Best first,Sensitive Threshold,4.0,23.0,188.0,24.0,NaiveBayes,0.148,0.143,0.517,0.034,
AVRO,7,27.04%,34.14%,11.72%,No sampling,Best first,Sensitive Threshold,3.0,12.0,199.0,25.0,IBk,0.2,0.107,0.525,0.063,
AVRO,7,27.04%,34.14%,11.72%,No sampling,Best first,Sensitive Learning,3.0,19.0,192.0,25.0,RandomForest,0.136,0.107,0.498,0.019,
AVRO,7,27.04%,34.14%,11.72%,No sampling,Best first,Sensitive Learning,3.0,19.0,192.0,25.0,NaiveBayes,0.136,0.107,0.513,0.019,
AVRO,7,27.04%,34.14%,11.72%,No sampling,Best first,Sensitive Learning,3.0,12.0,199.0,25.0,IBk,0.2,0.107,0.53,0.063,
AVRO,7,27.04%,34.14%,11.72%,oversampling,No Feature Selection,No cost sensitive,8.0,25.0,186.0,20.0,RandomForest,0.242,0.286,0.603,0.155,
AVRO,7,27.04%,34.14%,11.72%,oversampling,No Feature Selection,No cost sensitive,0.0,5.0,206.0,28.0,NaiveBayes,0.0,0.0,0.649,-0.037,
AVRO,7,27.04%,34.14%,11.72%,oversampling,No Feature Selection,No cost sensitive,8.0,23.0,188.0,20.0,IBk,0.258,0.286,0.645,0.169,
AVRO,7,27.04%,34.14%,11.72%,oversampling,No Feature Selection,Sensitive Threshold,12.0,74.0,137.0,16.0,RandomForest,0.14,0.429,0.539,0.041,
AVRO,7,27.04%,34.14%,11.72%,oversampling,No Feature Selection,Sensitive Threshold,0.0,5.0,206.0,28.0,NaiveBayes,0.0,0.0,0.488,-0.037,
AVRO,7,27.04%,34.14%,11.72%,oversampling,No Feature Selection,Sensitive Threshold,8.0,50.0,161.0,20.0,IBk,0.138,0.286,0.524,0.033,
AVRO,7,27.04%,34.14%,11.72%,oversampling,No Feature Selection,Sensitive Learning,15.0,75.0,136.0,13.0,RandomForest,0.167,0.536,0.6,0.092,
AVRO,7,27.04%,34.14%,11.72%,oversampling,No Feature Selection,Sensitive Learning,0.0,5.0,206.0,28.0,NaiveBayes,0.0,0.0,0.649,-0.037,
AVRO,7,27.04%,34.14%,11.72%,oversampling,No Feature Selection,Sensitive Learning,8.0,50.0,161.0,20.0,IBk,0.138,0.286,0.645,0.033,
AVRO,7,27.04%,34.14%,11.72%,oversampling,Best first,No cost sensitive,1.0,12.0,199.0,27.0,RandomForest,0.077,0.036,0.503,-0.028,
AVRO,7,27.04%,34.14%,11.72%,oversampling,Best first,No cost sensitive,0.0,4.0,207.0,28.0,NaiveBayes,0.0,0.0,0.513,-0.03,
AVRO,7,27.04%,34.14%,11.72%,oversampling,Best first,No cost sensitive,1.0,12.0,199.0,27.0,IBk,0.077,0.036,0.519,-0.028,
AVRO,7,27.04%,34.14%,11.72%,oversampling,Best first,Sensitive Threshold,27.0,207.0,4.0,1.0,RandomForest,0.115,0.964,0.492,-0.004,
AVRO,7,27.04%,34.14%,11.72%,oversampling,Best first,Sensitive Threshold,4.0,23.0,188.0,24.0,NaiveBayes,0.148,0.143,0.517,0.034,
AVRO,7,27.04%,34.14%,11.72%,oversampling,Best first,Sensitive Threshold,27.0,202.0,9.0,1.0,IBk,0.118,0.964,0.503,0.002,
AVRO,7,27.04%,34.14%,11.72%,oversampling,Best first,Sensitive Learning,27.0,207.0,4.0,1.0,RandomForest,0.115,0.964,0.504,-0.004,
AVRO,7,27.04%,34.14%,11.72%,oversampling,Best first,Sensitive Learning,4.0,23.0,188.0,24.0,NaiveBayes,0.148,0.143,0.513,0.034,
AVRO,7,27.04%,34.14%,11.72%,oversampling,Best first,Sensitive Learning,27.0,202.0,9.0,1.0,IBk,0.118,0.964,0.519,0.002,
AVRO,7,27.04%,34.14%,11.72%,undersampling,No Feature Selection,No cost sensitive,9.0,32.0,179.0,19.0,RandomForest,0.22,0.321,0.572,0.141,
AVRO,7,27.04%,34.14%,11.72%,undersampling,No Feature Selection,No cost sensitive,0.0,5.0,206.0,28.0,NaiveBayes,0.0,0.0,0.646,-0.037,
AVRO,7,27.04%,34.14%,11.72%,undersampling,No Feature Selection,No cost sensitive,10.0,36.0,175.0,18.0,IBk,0.217,0.357,0.631,0.146,
AVRO,7,27.04%,34.14%,11.72%,undersampling,No Feature Selection,Sensitive Threshold,12.0,86.0,125.0,16.0,RandomForest,0.122,0.429,0.51,0.01,
AVRO,7,27.04%,34.14%,11.72%,undersampling,No Feature Selection,Sensitive Threshold,0.0,5.0,206.0,28.0,NaiveBayes,0.0,0.0,0.488,-0.037,
AVRO,7,27.04%,34.14%,11.72%,undersampling,No Feature Selection,Sensitive Threshold,11.0,66.0,145.0,17.0,IBk,0.143,0.393,0.54,0.046,
AVRO,7,27.04%,34.14%,11.72%,undersampling,No Feature Selection,Sensitive Learning,16.0,103.0,108.0,12.0,RandomForest,0.134,0.571,0.626,0.035,
AVRO,7,27.04%,34.14%,11.72%,undersampling,No Feature Selection,Sensitive Learning,0.0,5.0,206.0,28.0,NaiveBayes,0.0,0.0,0.646,-0.037,
AVRO,7,27.04%,34.14%,11.72%,undersampling,No Feature Selection,Sensitive Learning,11.0,66.0,145.0,17.0,IBk,0.143,0.393,0.631,0.046,
AVRO,7,27.04%,34.14%,11.72%,undersampling,Best first,No cost sensitive,2.0,9.0,202.0,26.0,RandomForest,0.182,0.071,0.501,0.039,
AVRO,7,27.04%,34.14%,11.72%,undersampling,Best first,No cost sensitive,0.0,2.0,209.0,28.0,NaiveBayes,0.0,0.0,0.515,-0.016,
AVRO,7,27.04%,34.14%,11.72%,undersampling,Best first,No cost sensitive,3.0,13.0,198.0,25.0,IBk,0.188,0.107,0.513,0.056,
AVRO,7,27.04%,34.14%,11.72%,undersampling,Best first,Sensitive Threshold,27.0,209.0,2.0,1.0,RandomForest,0.114,0.964,0.487,-0.006,
AVRO,7,27.04%,34.14%,11.72%,undersampling,Best first,Sensitive Threshold,4.0,23.0,188.0,24.0,NaiveBayes,0.148,0.143,0.517,0.034,
AVRO,7,27.04%,34.14%,11.72%,undersampling,Best first,Sensitive Threshold,27.0,204.0,7.0,1.0,IBk,0.117,0.964,0.499,-0.001,
AVRO,7,27.04%,34.14%,11.72%,undersampling,Best first,Sensitive Learning,28.0,210.0,1.0,0.0,RandomForest,0.118,1.0,0.489,0.001,
AVRO,7,27.04%,34.14%,11.72%,undersampling,Best first,Sensitive Learning,4.0,23.0,188.0,24.0,NaiveBayes,0.148,0.143,0.515,0.034,
AVRO,7,27.04%,34.14%,11.72%,undersampling,Best first,Sensitive Learning,27.0,204.0,7.0,1.0,IBk,0.117,0.964,0.513,-0.001,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,No Feature Selection,No cost sensitive,8.0,24.0,187.0,20.0,RandomForest,0.25,0.286,0.586,0.162,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,No Feature Selection,No cost sensitive,0.0,5.0,206.0,28.0,NaiveBayes,0.0,0.0,0.641,-0.037,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,No Feature Selection,No cost sensitive,7.0,20.0,191.0,21.0,IBk,0.259,0.25,0.583,0.158,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,No Feature Selection,Sensitive Threshold,10.0,70.0,141.0,18.0,RandomForest,0.125,0.357,0.513,0.014,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,No Feature Selection,Sensitive Threshold,0.0,5.0,206.0,28.0,NaiveBayes,0.0,0.0,0.488,-0.037,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,No Feature Selection,Sensitive Threshold,7.0,52.0,159.0,21.0,IBk,0.119,0.25,0.502,0.002,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,No Feature Selection,Sensitive Learning,11.0,66.0,145.0,17.0,RandomForest,0.143,0.393,0.61,0.046,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,No Feature Selection,Sensitive Learning,0.0,5.0,206.0,28.0,NaiveBayes,0.0,0.0,0.641,-0.037,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,No Feature Selection,Sensitive Learning,7.0,52.0,159.0,21.0,IBk,0.119,0.25,0.583,0.002,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,Best first,No cost sensitive,1.0,10.0,201.0,27.0,RandomForest,0.091,0.036,0.54,-0.016,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,Best first,No cost sensitive,0.0,5.0,206.0,28.0,NaiveBayes,0.0,0.0,0.513,-0.037,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,Best first,No cost sensitive,1.0,11.0,200.0,27.0,IBk,0.083,0.036,0.521,-0.022,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,Best first,Sensitive Threshold,28.0,205.0,6.0,0.0,RandomForest,0.12,1.0,0.514,0.007,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,Best first,Sensitive Threshold,4.0,23.0,188.0,24.0,NaiveBayes,0.148,0.143,0.517,0.034,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,Best first,Sensitive Threshold,27.0,202.0,9.0,1.0,IBk,0.118,0.964,0.503,0.002,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,Best first,Sensitive Learning,28.0,208.0,3.0,0.0,RandomForest,0.119,1.0,0.54,0.003,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,Best first,Sensitive Learning,4.0,23.0,188.0,24.0,NaiveBayes,0.148,0.143,0.513,0.034,
AVRO,7,27.04%,34.14%,11.72%,SMOTE,Best first,Sensitive Learning,27.0,202.0,9.0,1.0,IBk,0.118,0.964,0.521,0.002,
